product_id,order_id,product_name,quantity,order_date,order_time,unit_price,total_price,bazaar_location,selling_method,product_category,product_components
476,90543,QuesaBirria,4,10/31/2025,4:05:48 PM,109.5,438,Pre-Order,Online,Main,Birria
477,90544,QuesaBirria,2,10/31/2025,4:07:40 PM,109.5,219,Pre-Order,Online,Main,Birria
478,90545,QuesaBirria,4,10/31/2025,4:25:25 PM,109.5,438,Pre-Order,Online,Main,Birria
479,90546,QuesaBirria,4,10/31/2025,5:08:00 PM,109.5,438,Pre-Order,Online,Main,Birria
480,90547,QuesaBirria,6,10/31/2025,5:08:29 PM,109.5,657,Pre-Order,Online,Main,Birria
481,90548,QuesaBirria,4,10/31/2025,5:26:36 PM,109.5,438,Pre-Order,Online,Main,Birria
482,90549,QuesaBirria,6,10/31/2025,6:16:28 PM,109.5,657,Pre-Order,Online,Main,Birria
483,90550,QuesaBirria,20,10/31/2025,6:23:36 PM,109.5,2190,Pre-Order,Online,Main,Birria
484,90159,QuesaBirria,4,11/8/2025,11:19:34 AM,109.5,438,Beach House Taft,Onsite,Main,Birria
485,90160,QuesaBirria,4,11/8/2025,11:20:48 AM,109.5,438,Beach House Taft,Onsite,Main,Birria
486,90161,QuesaBirria,2,11/8/2025,11:23:02 AM,109.5,219,Beach House Taft,Onsite,Main,Birria
487,90162,QuesaBirria,2,11/8/2025,11:24:40 AM,109.5,219,Beach House Taft,Onsite,Main,Birria
488,90163,QuesaBirria,2,11/8/2025,11:31:09 AM,109.5,219,Beach House Taft,Onsite,Main,Birria
489,90164,QuesaBirria,1,11/8/2025,11:34:54 AM,119,119,Beach House Taft,Onsite,Main,Birria
490,90165,QuesaBirria,1,11/8/2025,11:48:51 AM,119,119,Beach House Taft,Onsite,Main,Birria
491,90166,QuesaBirria,1,11/8/2025,11:52:01 AM,119,119,Beach House Taft,Onsite,Main,Birria
492,90167,QuesaBirria,2,11/8/2025,11:55:31 AM,109.5,219,Beach House Taft,Onsite,Main,Birria
493,90168,QuesaBirria,2,11/8/2025,12:24:56 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
494,90169,QuesaBirria,2,11/8/2025,12:53:25 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
495,90170,QuesaBirria,2,11/8/2025,12:58:28 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
496,90171,QuesaBirria,1,11/8/2025,1:44:52 PM,119,119,Beach House Taft,Onsite,Main,Birria
497,90172,QuesaBirria,2,11/8/2025,1:57:26 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
498,90173,QuesaBirria,2,11/8/2025,1:58:17 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
499,90174,QuesaBirria,2,11/8/2025,2:00:28 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
500,90175,QuesaBirria,2,11/8/2025,2:42:40 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
501,550878,QuesaBirria,10,11/8/2025,2:42:54 PM,109.5,1095,Beach House Taft,Onsite,Main,Birria
502,550879,QuesaBirria,2,11/8/2025,2:45:23 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
503,550880,QuesaBirria,2,11/8/2025,3:18:18 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
504,550881,QuesaBirria,14,11/8/2025,3:24:01 PM,109.5,1533,Beach House Taft,Onsite,Main,Birria
505,550882,QuesaBirria,2,11/8/2025,4:13:51 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
506,550883,QuesaBirria,2,11/8/2025,4:15:59 PM,109.5,219,Beach House Taft,Onsite,Main,Birria
507,89201,QuesaBirria,2,11/12/2025,9:00:03 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
508,89202,QuesaBirria,2,11/12/2025,9:00:32 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
509,89203,QuesaBirria,2,11/12/2025,9:06:13 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
510,89204,QuesaBirria,2,11/12/2025,9:11:23 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
511,89205,QuesaBirria,1,11/12/2025,9:15:13 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
512,89206,QuesaBirria,2,11/12/2025,9:23:18 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
513,89207,QuesaBirria,2,11/12/2025,9:30:23 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
514,89208,QuesaBirria,2,11/12/2025,9:55:44 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
515,89209,QuesaBirria,4,11/12/2025,10:03:09 AM,109.5,438,UST Incubation Rm.419,Onsite,Main,Birria
516,89210,QuesaBirria,1,11/12/2025,10:04:47 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
517,89211,QuesaBirria,1,11/12/2025,10:21:19 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
518,89212,QuesaBirria,2,11/12/2025,10:39:37 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
519,89213,QuesaBirria,2,11/12/2025,10:40:07 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
520,89214,QuesaBirria,2,11/12/2025,10:41:16 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
521,89215,QuesaBirria,4,11/12/2025,10:42:13 AM,109.5,438,UST Incubation Rm.419,Onsite,Main,Birria
522,89216,QuesaBirria,2,11/12/2025,10:51:07 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
523,89217,QuesaBirria,1,11/12/2025,10:53:02 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
524,89218,QuesaBirria,4,11/12/2025,11:15:10 AM,109.5,438,UST Incubation Rm.419,Onsite,Main,Birria
525,89219,QuesaBirria,2,11/12/2025,11:19:34 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
526,89220,QuesaBirria,2,11/12/2025,11:23:05 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
527,89221,QuesaBirria,1,11/12/2025,11:20:48 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
528,89222,QuesaBirria,2,11/12/2025,11:24:40 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
529,89223,QuesaBirria,2,11/12/2025,11:31:09 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
530,89224,QuesaBirria,2,11/12/2025,11:34:54 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
531,89225,QuesaBirria,2,11/12/2025,2:14:32 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
532,550901,QuesaBirria,2,11/12/2025,2:29:23 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
533,550902,QuesaBirria,2,11/12/2025,2:39:59 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
534,550903,QuesaBirria,3,11/12/2025,3:15:30 PM,103,309,UST Incubation Rm.419,Onsite,Main,Birria
535,550904,QuesaBirria,2,11/12/2025,3:15:43 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
536,550905,QuesaBirria,2,11/12/2025,3:15:59 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
537,550906,QuesaBirria,2,11/12/2025,3:18:05 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
538,90176,QuesaBirria,1,11/27/2025,9:23:18 AM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
539,90177,QuesaBirria,2,11/27/2025,9:30:23 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
540,90178,QuesaBirria,2,11/27/2025,9:55:44 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
541,90179,QuesaBirria,4,11/27/2025,10:03:09 AM,109.5,438,UST Tunog Tomasino,Onsite,Main,Birria
542,90180,QuesaBirria,2,11/27/2025,10:04:47 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
543,90181,QuesaBirria,2,11/27/2025,10:21:19 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
544,90183,COMBO MEAL 1,1,11/27/2025,10:39:37 AM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
545,90184,QuesaBirria,2,11/27/2025,10:40:07 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
546,90185,COMBO MEAL 2,1,11/27/2025,10:41:16 AM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
547,90186,COMBO MEAL 2,1,11/27/2025,10:42:13 AM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
548,90187,Iced Tea,1,11/27/2025,10:51:07 AM,40,40,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
549,90188,QuesaBirria,2,11/27/2025,10:53:02 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
550,90189,QuesaBirria,2,11/27/2025,11:15:10 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
551,90190,QuesaBirria,2,11/27/2025,11:19:34 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
552,90191,QuesaBirria,2,11/27/2025,11:23:05 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
553,90192,COMBO MEAL 1,1,11/27/2025,11:20:48 AM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
554,90192,COMBO MEAL 1,1,11/27/2025,11:24:40 AM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
555,90193,COMBO MEAL 2,1,11/27/2025,11:31:09 AM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
556,90194,COMBO MEAL 2,1,11/27/2025,11:34:54 AM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
557,90195,QuesaBirria,2,11/27/2025,2:14:32 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
558,90196,QuesaBirria,2,11/27/2025,2:29:23 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
559,90197,QuesaBirria,2,11/27/2025,2:39:59 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
560,90198,QuesaBirria,1,11/27/2025,3:15:30 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
561,90199,QuesaBirria,2,11/27/2025,3:15:43 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
562,90200,QuesaBirria,3,11/27/2025,3:15:59 PM,119,357,UST Tunog Tomasino,Onsite,Main,Birria
563,90228,QuesaBirria,2,11/27/2025,3:18:05 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
564,90229,Iced Tea,1,11/27/2025,3:29:47 PM,40,40,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
565,90230,Iced Tea,1,11/27/2025,3:30:36 PM,40,40,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
566,90231,QuesaBirria,2,11/27/2025,3:31:58 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
567,90232,QuesaBirria,2,11/27/2025,3:48:16 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
568,90233,QuesaBirria,2,11/27/2025,3:58:09 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
569,90234,QuesaBirria,2,11/27/2025,3:59:42 PM,119,238,UST Tunog Tomasino,Onsite,Main,Birria
570,98076,QuesaBirria,2,11/27/2025,4:06:05 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
571,98077,QuesaBirria,1,11/27/2025,4:07:00 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
572,98078,QuesaBirria,2,11/27/2025,4:08:58 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
573,98079,QuesaBirria,2,11/27/2025,4:09:54 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
574,98080,QuesaBirria,2,11/27/2025,4:12:19 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
575,98081,QuesaBirria,2,11/27/2025,4:20:21 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
576,98082,QuesaBirria,2,11/27/2025,4:20:45 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
577,98083,Iced Tea,1,11/27/2025,4:22:45 PM,40,40,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
578,98084,QuesaBirria,2,11/27/2025,4:24:26 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
579,98085,QuesaBirria,2,11/27/2025,4:38:48 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
580,98086,COMBO MEAL 2,1,11/27/2025,4:39:48 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
581,98087,COMBO MEAL 2,1,11/27/2025,4:42:01 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
582,98088,COMBO MEAL 2,1,11/27/2025,4:44:00 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
583,98089,COMBO MEAL 2,1,11/27/2025,4:45:54 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
584,98090,COMBO MEAL 1,1,11/27/2025,4:46:26 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
585,98091,QuesaBirria,2,11/27/2025,4:48:07 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
586,98092,QuesaBirria,2,11/27/2025,4:50:56 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
587,98093,QuesaBirria,2,11/27/2025,4:51:39 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
588,98094,COMBO MEAL 2,1,11/27/2025,4:52:03 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
589,98095,QuesaBirria,2,11/27/2025,4:56:08 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
590,98096,COMBO MEAL 1,1,11/27/2025,5:04:51 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
591,145260,COMBO MEAL 1,1,11/27/2025,5:06:35 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
592,145261,QuesaBirria,2,11/27/2025,5:08:43 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
593,145262,COMBO MEAL 1,1,11/27/2025,5:09:12 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
594,145263,COMBO MEAL 1,2,11/27/2025,5:10:45 PM,149,298,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
595,145264,QuesaBirria,2,11/27/2025,5:18:11 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
596,145265,QuesaBirria,2,11/27/2025,5:20:22 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
597,145266,COMBO MEAL 1,1,11/27/2025,5:22:38 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
598,145267,COMBO MEAL 1,2,11/27/2025,5:23:32 PM,149,298,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
599,6048860,QuesaBirria,1,11/27/2025,5:26:07 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
600,6048861,COMBO MEAL 2,1,11/27/2025,5:32:43 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
601,6048862,QuesaBirria,1,11/27/2025,5:34:37 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
602,6048863,QuesaBirria,1,11/27/2025,5:37:06 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
603,6048864,QuesaBirria,2,11/27/2025,5:38:03 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
604,6048865,QuesaBirria,1,11/27/2025,5:40:12 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
605,6048866,QuesaBirria,2,11/27/2025,5:43:45 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
606,6048867,QuesaBirria,4,11/27/2025,5:56:58 PM,109.5,438,UST Tunog Tomasino,Onsite,Main,Birria
607,90201,QuesaBirria,2,11/28/2025,9:53:26 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
608,90202,QuesaBirria,1,11/28/2025,9:53:26 AM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
609,90203,QuesaBirria,1,11/28/2025,9:55:22 AM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
610,90204,COMBO MEAL 1,1,11/28/2025,9:56:51 AM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
611,90205,QuesaBirria,2,11/28/2025,11:03:41 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
612,90206,QuesaBirria,2,11/28/2025,11:08:46 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
613,90207,QuesaBirria,6,11/28/2025,11:09:56 AM,109.5,657,UST Tunog Tomasino,Onsite,Main,Birria
614,90208,QuesaBirria,1,11/28/2025,11:12:10 AM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
615,90209,QuesaBirria,2,11/28/2025,11:18:07 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
616,90209,COMBO MEAL 1,1,11/28/2025,11:26:35 AM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
617,90210,QuesaBirria,2,11/28/2025,11:28:03 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
618,90210,COMBO MEAL 1,1,11/28/2025,11:29:52 AM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
619,90211,QuesaBirria,2,11/28/2025,11:30:10 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
620,90212,COMBO MEAL 2,1,11/28/2025,11:31:16 AM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
621,90213,QuesaBirria,2,11/28/2025,11:33:31 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
622,90214,QuesaBirria,2,11/28/2025,11:34:44 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
623,90215,QuesaBirria,2,11/28/2025,11:34:44 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
624,90216,QuesaBirria,2,11/28/2025,11:36:02 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
625,90217,QuesaBirria,1,11/28/2025,11:37:22 AM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
626,90218,QuesaBirria,2,11/28/2025,11:45:30 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
627,90219,COMBO MEAL 1,1,11/28/2025,11:46:36 AM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
628,90220,QuesaBirria,2,11/28/2025,11:46:51 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
629,90221,QuesaBirria,2,11/28/2025,11:48:56 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
630,90222,Iced Tea,1,11/28/2025,11:50:24 AM,40,40,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
631,90223,QuesaBirria,2,11/28/2025,11:59:42 AM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
632,90224,COMBO MEAL 1,1,11/28/2025,12:01:11 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
633,90225,COMBO MEAL 1,1,11/28/2025,12:03:38 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
634,90235,COMBO MEAL 1,1,11/28/2025,12:14:34 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
635,90235,QuesaBirria,2,11/28/2025,12:16:05 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
636,90237,COMBO MEAL 1,1,11/28/2025,12:17:08 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
637,90238,COMBO MEAL 1,1,11/28/2025,12:17:52 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
638,90239,COMBO MEAL 1,1,11/28/2025,12:22:53 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
639,90240,QuesaBirria,2,11/28/2025,12:23:51 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
640,90241,QuesaBirria,2,11/28/2025,12:30:32 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
641,90242,QuesaBirria,1,11/28/2025,12:35:36 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
642,90243,QuesaBirria,1,11/28/2025,12:39:40 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
643,90244,QuesaBirria,2,11/28/2025,12:43:23 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
644,90245,QuesaBirria,4,11/28/2025,12:43:23 PM,109.5,438,UST Tunog Tomasino,Onsite,Main,Birria
645,90246,QuesaBirria,4,11/28/2025,12:44:43 PM,109.5,438,UST Tunog Tomasino,Onsite,Main,Birria
646,90247,QuesaBirria,4,11/28/2025,12:46:39 PM,109.5,438,UST Tunog Tomasino,Onsite,Main,Birria
647,90248,QuesaBirria,2,11/28/2025,12:48:00 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
648,90249,QuesaBirria,2,11/28/2025,12:58:38 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
649,90250,QuesaBirria,2,11/28/2025,1:02:12 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
650,550884,QuesaBirria,2,11/28/2025,1:04:09 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
651,550885,QuesaBirria,2,11/28/2025,1:05:21 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
652,550886,QuesaBirria,2,11/28/2025,1:13:26 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
653,550887,QuesaBirria,1,11/28/2025,1:20:27 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
654,550888,COMBO MEAL 2,1,11/28/2025,1:21:52 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
655,550889,QuesaBirria,1,11/28/2025,1:23:31 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
656,550890,COMBO MEAL 1,1,11/28/2025,1:28:36 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
657,550891,QuesaBirria,2,11/28/2025,1:31:26 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
658,550892,QuesaBirria,2,11/28/2025,1:34:08 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
659,550893,COMBO MEAL 1,1,11/28/2025,1:34:40 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
660,550894,QuesaBirria,2,11/28/2025,1:38:06 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
661,550895,QuesaBirria,2,11/28/2025,1:39:20 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
662,550896,QuesaBirria,2,11/28/2025,1:40:06 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
663,550897,COMBO MEAL 2,1,11/28/2025,1:44:28 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
664,550898,COMBO MEAL 2,1,11/28/2025,1:52:40 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
665,550899,Iced Tea,3,11/28/2025,1:54:14 PM,40,120,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
666,550900,Iced Tea,1,11/28/2025,1:56:09 PM,40,40,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
667,550907,QuesaBirria,2,11/28/2025,2:03:42 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
668,550908,QuesaBirria,2,11/28/2025,2:05:03 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
669,550910,COMBO MEAL 1,1,11/28/2025,2:11:34 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
670,550911,QuesaBirria,4,11/28/2025,2:20:52 PM,109.5,350.4,UST Tunog Tomasino,Onsite,Main,Birria
671,550912,QuesaBirria,2,11/28/2025,2:22:35 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
672,550913,Iced Tea,2,11/28/2025,2:33:32 PM,40,80,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
673,550914,COMBO MEAL 2,1,11/28/2025,2:36:58 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
674,550915,QuesaBirria,4,11/28/2025,2:37:28 PM,109.5,438,UST Tunog Tomasino,Onsite,Main,Birria
675,550916,COMBO MEAL 1,1,11/28/2025,2:46:47 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
676,550916,QuesaBirria,2,11/28/2025,2:47:52 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
677,550917,COMBO MEAL 1,1,11/28/2025,2:49:32 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
678,550918,QuesaBirria,2,11/28/2025,2:50:34 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
679,550919,QuesaBirria,2,11/28/2025,2:50:34 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
680,550920,QuesaBirria,2,11/28/2025,2:53:04 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
681,550921,QuesaBirria,2,11/28/2025,2:53:04 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
682,550922,Iced Tea,1,11/28/2025,2:57:12 PM,40,40,UST Tunog Tomasino,Onsite,Beverage,Iced Tea
683,5995576,QuesaBirria,1,11/28/2025,2:57:40 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
684,5995577,QuesaBirria,4,11/28/2025,3:01:24 PM,109.5,438,UST Tunog Tomasino,Onsite,Main,Birria
685,5995578,QuesaBirria,3,11/28/2025,3:03:21 PM,112.67,338,UST Tunog Tomasino,Onsite,Main,Birria
686,5995579,QuesaBirria,4,11/28/2025,3:07:43 PM,109.5,438,UST Tunog Tomasino,Onsite,Main,Birria
687,5995580,QuesaBirria,2,11/28/2025,3:10:39 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
688,5995581,QuesaBirria,2,11/28/2025,3:11:52 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
689,5995582,COMBO MEAL 1,1,11/28/2025,3:13:55 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
690,5995583,QuesaBirria,1,11/28/2025,3:15:59 PM,119,119,UST Tunog Tomasino,Onsite,Main,Birria
691,5995584,COMBO MEAL 1,1,11/28/2025,3:17:43 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
692,5995585,COMBO MEAL 1,2,11/28/2025,3:23:39 PM,149,298,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
693,5995586,QuesaBirria,2,11/28/2025,3:23:56 PM,109.5,219,UST Tunog Tomasino,Onsite,Main,Birria
694,5995587,COMBO MEAL 2,1,11/28/2025,3:25:10 PM,249,249,UST Tunog Tomasino,Onsite,Combo,2 Birria + 1 Iced Tea
695,5995588,COMBO MEAL 1,1,11/28/2025,3:26:45 PM,149,149,UST Tunog Tomasino,Onsite,Combo,1 Birria + 1 Iced Tea
