product_id,order_id,product_name,quantity,order_date,order_time,unit_price,total_price,bazaar_location,selling_method,product_category,product_components
1,85951,QuesaBirria,2,8/13/2025,9:27:41 AM,99.5,199,Pre-Order,Online,Main,Birria
2,85951,Iced Tea,1,8/13/2025,9:27:41 AM,40,40,Pre-Order,Online,Beverage,Iced Tea
3,85952,QuesaBirria,2,8/13/2025,9:46:54 AM,99.5,199,Pre-Order,Online,Main,Birria
4,85953,QuesaBirria,2,8/13/2025,9:57:04 AM,99.5,199,Pre-Order,Online,Main,Birria
5,85954,QuesaBirria,2,8/13/2025,9:31:48 AM,99.5,199,Pre-Order,Online,Main,Birria
6,85955,QuesaBirria,2,8/13/2025,9:33:21 AM,99.5,199,Pre-Order,Online,Main,Birria
7,85955,Iced Tea,2,8/13/2025,9:33:21 AM,40,80,Pre-Order,Online,Beverage,Iced Tea
8,85956,QuesaBirria,4,8/13/2025,9:38:12 AM,99.5,398,Pre-Order,Online,Main,Birria
9,85957,QuesaBirria,1,8/13/2025,9:40:41 AM,110,110,Pre-Order,Online,Main,Birria
10,85958,QuesaBirria,2,8/13/2025,9:43:23 AM,99.5,199,Pre-Order,Online,Main,Birria
11,85959,QuesaBirria,2,8/13/2025,9:44:08 AM,99.5,199,Pre-Order,Online,Main,Birria
12,85960,QuesaBirria,1,8/13/2025,9:44:27 AM,110,110,Pre-Order,Online,Main,Birria
13,85960,Iced Tea,1,8/13/2025,9:44:27 AM,40,40,Pre-Order,Online,Beverage,Iced Tea
14,85961,QuesaBirria,2,8/13/2025,9:47:50 AM,99.5,199,Pre-Order,Online,Main,Birria
15,85962,QuesaBirria,1,8/13/2025,9:58:06 AM,110,110,Pre-Order,Online,Main,Birria
16,85963,QuesaBirria,2,8/13/2025,10:03:25 AM,99.5,199,Pre-Order,Online,Main,Birria
17,85964,Iced Tea,1,8/13/2025,10:22:55 AM,40,40,Pre-Order,Online,Beverage,Iced Tea
18,85965,QuesaBirria,2,8/13/2025,10:32:45 AM,99.5,199,Pre-Order,Online,Main,Birria
19,85966,Iced Tea,2,8/13/2025,10:52:46 AM,40,80,Pre-Order,Online,Beverage,Iced Tea
20,85966,QuesaBirria,2,8/13/2025,10:52:46 AM,99.5,199,Pre-Order,Online,Main,Birria
21,85967,QuesaBirria,4,8/13/2025,11:10:56 AM,99.5,398,Pre-Order,Online,Main,Birria
22,85967,Iced Tea,1,8/13/2025,11:10:56 AM,40,40,Pre-Order,Online,Beverage,Iced Tea
23,85968,QuesaBirria,4,8/13/2025,11:19:43 AM,99.5,398,Pre-Order,Online,Main,Birria
24,85969,QuesaBirria,1,8/13/2025,11:31:36 AM,110,110,Pre-Order,Online,Main,Birria
25,85970,QuesaBirria,2,8/13/2025,11:41:45 AM,99.5,199,Pre-Order,Online,Main,Birria
26,85971,QuesaBirria,1,8/13/2025,11:57:44 AM,110,110,Pre-Order,Online,Main,Birria
27,85972,QuesaBirria,2,8/13/2025,11:58:03 AM,99.5,199,Pre-Order,Online,Main,Birria
28,85973,QuesaBirria,2,8/13/2025,12:04:31 PM,99.5,199,Pre-Order,Online,Main,Birria
29,85973,Iced Tea,1,8/13/2025,12:04:31 PM,40,40,Pre-Order,Online,Beverage,Iced Tea
30,85974,Iced Tea,1,8/13/2025,12:05:04 PM,40,40,Pre-Order,Online,Beverage,Iced Tea
31,85975,QuesaBirria,2,8/13/2025,12:05:45 PM,99.5,199,Pre-Order,Online,Main,Birria
32,98517,QuesaBirria,2,8/20/2025,9:35:17 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
33,98517,Iced Tea,1,8/20/2025,9:35:17 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
34,98518,QuesaBirria,2,8/20/2025,9:36:05 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
35,98519,QuesaBirria,1,8/20/2025,9:36:17 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
36,98520,Iced Tea,1,8/20/2025,9:36:29 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
37,98521,QuesaBirria,1,8/20/2025,9:36:44 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
38,98522,QuesaBirria,2,8/20/2025,9:36:57 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
39,98523,QuesaBirria,1,8/20/2025,9:44:53 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
40,98524,QuesaBirria,2,8/20/2025,9:45:14 AM,99.5,159.2,UST Incubation Rm.419,Onsite,Main,Birria
41,98525,QuesaBirria,1,8/20/2025,9:47:24 AM,110,88,UST Incubation Rm.419,Onsite,Main,Birria
42,98526,QuesaBirria,2,8/20/2025,9:53:37 AM,99.5,159.2,UST Incubation Rm.419,Onsite,Main,Birria
43,98527,QuesaBirria,2,8/20/2025,9:56:52 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
44,98527,Iced Tea,1,8/20/2025,9:56:52 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
45,98528,Iced Tea,1,8/20/2025,10:06:32 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
46,98528,QuesaBirria,4,8/20/2025,10:06:32 AM,99.5,398,UST Incubation Rm.419,Onsite,Main,Birria
47,98529,QuesaBirria,1,8/20/2025,10:22:16 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
48,98530,QuesaBirria,1,8/20/2025,10:43:31 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
49,98531,QuesaBirria,1,8/20/2025,10:43:45 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
50,98532,QuesaBirria,2,8/20/2025,10:44:45 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
51,98532,Iced Tea,1,8/20/2025,10:44:45 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
52,98533,QuesaBirria,2,8/20/2025,10:51:16 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
53,98534,QuesaBirria,1,8/20/2025,10:53:37 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
54,98534,QuesaBirria,2,8/20/2025,10:53:37 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
55,98535,QuesaBirria,1,8/20/2025,10:58:13 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
56,98536,QuesaBirria,2,8/20/2025,11:05:10 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
57,98537,QuesaBirria,2,8/20/2025,11:06:03 AM,99.5,159.2,UST Incubation Rm.419,Onsite,Main,Birria
58,98538,QuesaBirria,2,8/20/2025,11:09:09 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
59,98539,QuesaBirria,2,8/20/2025,11:12:04 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
60,98540,QuesaBirria,2,8/20/2025,11:12:20 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
61,97234,QuesaBirria,1,8/20/2025,11:20:57 AM,110,88,UST Incubation Rm.419,Onsite,Main,Birria
62,97235,QuesaBirria,2,8/20/2025,11:30:31 AM,99.5,159.2,UST Incubation Rm.419,Onsite,Main,Birria
63,97236,QuesaBirria,2,8/20/2025,11:33:27 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
64,97237,QuesaBirria,2,8/20/2025,11:39:16 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
65,97238,QuesaBirria,2,8/20/2025,11:57:44 AM,99.5,159.2,UST Incubation Rm.419,Onsite,Main,Birria
66,97239,QuesaBirria,1,8/20/2025,11:58:03 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
67,97240,Iced Tea,1,8/20/2025,11:58:03 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
68,97241,Iced Tea,1,8/20/2025,11:58:11 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
69,97242,Iced Tea,1,8/20/2025,12:04:31 PM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
70,97243,QuesaBirria,2,8/20/2025,1:46:52 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
71,97244,QuesaBirria,2,8/20/2025,10:16:10 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
72,97245,QuesaBirria,1,8/20/2025,10:17:04 PM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
73,97246,QuesaBirria,2,8/20/2025,10:17:04 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
74,97247,Iced Tea,1,8/20/2025,10:17:04 PM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
75,97248,QuesaBirria,2,8/20/2025,10:17:43 PM,99.5,159.2,UST Incubation Rm.419,Onsite,Main,Birria
76,97249,Iced Tea,1,8/20/2025,10:18:10 PM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
77,97250,QuesaBirria,1,8/20/2025,10:20:01 PM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
78,97251,QuesaBirria,2,8/20/2025,10:48:04 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
79,97252,QuesaBirria,1,8/20/2025,10:48:04 PM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
80,97253,Iced Tea,1,8/20/2025,10:48:04 PM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
81,96618,QuesaBirria,2,8/29/2025,1:46:52 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
82,96619,QuesaBirria,2,8/29/2025,10:16:10 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
83,96620,QuesaBirria,2,8/29/2025,10:17:04 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
84,96620,QuesaBirria,2,8/29/2025,10:17:04 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
85,96621,QuesaBirria,1,8/29/2025,10:17:04 PM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
86,96621,Iced Tea,1,8/29/2025,10:17:43 PM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
87,96622,QuesaBirria,1,8/29/2025,10:18:10 PM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
88,96623,Iced Tea,1,8/29/2025,10:20:01 PM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
89,96624,QuesaBirria,2,8/29/2025,10:48:04 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
90,96625,QuesaBirria,2,8/29/2025,10:48:04 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
91,96626,Iced Tea,1,8/29/2025,10:48:04 PM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
92,96627,QuesaBirria,1,8/29/2025,9:11:18 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
93,96628,Iced Tea,1,8/29/2025,9:11:30 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
94,96629,QuesaBirria,2,8/29/2025,9:13:00 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
95,96630,QuesaBirria,2,8/29/2025,9:21:22 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
96,96631,Iced Tea,1,8/29/2025,9:21:22 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
97,96632,QuesaBirria,2,8/29/2025,9:35:32 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
98,96633,QuesaBirria,2,8/29/2025,9:41:09 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
99,96634,QuesaBirria,2,8/29/2025,10:29:09 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
100,96635,QuesaBirria,2,8/29/2025,10:29:16 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
101,96636,Iced Tea,1,8/29/2025,10:37:50 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
102,96637,QuesaBirria,2,8/29/2025,10:42:02 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
103,96638,QuesaBirria,1,8/29/2025,10:46:41 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
104,96639,QuesaBirria,2,8/29/2025,10:49:58 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
105,96640,QuesaBirria,1,8/29/2025,10:50:29 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
106,96641,QuesaBirria,2,8/29/2025,10:57:24 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
107,96641,Iced Tea,1,8/29/2025,10:57:24 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
108,96642,QuesaBirria,6,8/29/2025,11:05:10 AM,99.5,597,UST Incubation Rm.419,Onsite,Main,Birria
109,96643,QuesaBirria,4,8/29/2025,11:12:04 AM,99.5,318.4,UST Incubation Rm.419,Onsite,Main,Birria
110,96644,QuesaBirria,4,8/29/2025,11:20:57 AM,99.5,398,UST Incubation Rm.419,Onsite,Main,Birria
111,96645,QuesaBirria,2,8/30/2025,11:03:04 AM,99.5,159.2,UST Incubation Rm.419,Onsite,Main,Birria
112,96646,QuesaBirria,2,8/30/2025,11:07:58 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
113,96647,QuesaBirria,1,8/30/2025,11:18:28 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
114,96648,QuesaBirria,2,8/30/2025,11:31:28 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
115,96649,QuesaBirria,2,8/30/2025,11:42:09 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
116,96650,QuesaBirria,2,8/30/2025,11:48:16 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
117,96651,QuesaBirria,1,8/30/2025,11:50:43 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
118,96652,QuesaBirria,1,8/30/2025,11:54:10 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
119,96654,QuesaBirria,2,8/30/2025,11:54:10 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
120,96654,QuesaBirria,2,8/30/2025,11:54:10 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
121,96655,QuesaBirria,2,8/30/2025,12:14:17 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
122,96656,QuesaBirria,2,8/30/2025,9:58:03 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
123,96657,QuesaBirria,1,8/30/2025,8:57:16 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
124,96657,Iced Tea,1,8/30/2025,8:57:16 AM,40,40,UST Incubation Rm.419,Onsite,Beverage,Iced Tea
125,96658,QuesaBirria,3,8/30/2025,9:44:17 AM,103,309,UST Incubation Rm.419,Onsite,Main,Birria
126,96659,QuesaBirria,2,8/30/2025,10:40:58 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
127,96660,QuesaBirria,1,8/30/2025,10:47:41 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
128,96661,QuesaBirria,2,8/30/2025,10:50:49 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
129,96662,QuesaBirria,1,8/30/2025,10:51:46 AM,110,88,UST Incubation Rm.419,Onsite,Main,Birria
130,96663,QuesaBirria,4,8/30/2025,11:10:08 AM,99.5,398,UST Incubation Rm.419,Onsite,Main,Birria
131,96664,QuesaBirria,1,8/30/2025,11:18:16 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
132,96665,QuesaBirria,1,8/30/2025,11:18:30 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
133,96666,QuesaBirria,1,8/30/2025,11:30:19 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
134,90476,QuesaBirria,3,8/30/2025,11:37:50 AM,103,309,UST Incubation Rm.419,Onsite,Main,Birria
135,90477,QuesaBirria,2,8/30/2025,11:56:46 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
136,90478,QuesaBirria,2,8/30/2025,11:57:15 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
137,90479,QuesaBirria,1,8/30/2025,2:30:10 PM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
138,90480,QuesaBirria,2,8/30/2025,2:56:42 PM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
139,90481,QuesaBirria,4,8/30/2025,2:56:42 PM,104.75,419,UST Incubation Rm.419,Onsite,Main,Birria
140,85851,QuesaBirria,2,9/13/2025,9:41:09 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
141,85852,QuesaBirria,2,9/13/2025,10:29:09 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
142,85853,QuesaBirria,1,9/13/2025,10:29:16 AM,110,110,Beach House Taft,Onsite,Main,Birria
143,85854,QuesaBirria,2,9/13/2025,10:37:50 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
144,85855,QuesaBirria,1,9/13/2025,10:42:02 AM,110,110,Beach House Taft,Onsite,Main,Birria
145,85856,QuesaBirria,2,9/13/2025,10:46:41 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
146,85857,QuesaBirria,2,9/13/2025,10:49:58 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
147,85858,QuesaBirria,4,9/13/2025,10:50:29 AM,99.5,398,Beach House Taft,Onsite,Main,Birria
148,85859,QuesaBirria,2,9/13/2025,10:57:24 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
149,85860,QuesaBirria,4,9/13/2025,10:57:24 AM,99.5,398,Beach House Taft,Onsite,Main,Birria
150,85861,QuesaBirria,2,9/13/2025,11:05:10 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
151,85862,QuesaBirria,2,9/13/2025,11:12:04 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
152,85863,QuesaBirria,2,9/13/2025,11:20:57 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
153,85864,QuesaBirria,4,9/13/2025,11:03:04 AM,99.5,398,Beach House Taft,Onsite,Main,Birria
154,85865,QuesaBirria,1,9/13/2025,11:07:58 AM,110,110,Beach House Taft,Onsite,Main,Birria
155,85866,QuesaBirria,4,9/13/2025,11:18:28 AM,99.5,398,Beach House Taft,Onsite,Main,Birria
156,85867,QuesaBirria,1,9/13/2025,11:31:28 AM,110,110,Beach House Taft,Onsite,Main,Birria
157,85868,QuesaBirria,2,9/13/2025,11:42:09 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
158,85869,QuesaBirria,2,9/13/2025,11:48:16 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
159,85870,QuesaBirria,2,9/13/2025,11:50:43 AM,99.5,199,Beach House Taft,Onsite,Main,Birria
160,85871,QuesaBirria,10,9/13/2025,11:54:10 AM,99.5,995,Beach House Taft,Onsite,Main,Birria
161,85872,QuesaBirria,1,9/13/2025,11:54:10 AM,110,110,Beach House Taft,Onsite,Main,Birria
162,85873,QuesaBirria,4,9/13/2025,11:54:10 AM,99.5,398,Beach House Taft,Onsite,Main,Birria
163,85874,QuesaBirria,2,9/13/2025,12:12:10 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
164,85875,QuesaBirria,4,9/13/2025,12:13:06 PM,99.5,398,Beach House Taft,Onsite,Main,Birria
165,85926,QuesaBirria,1,9/13/2025,12:25:31 PM,110,110,Beach House Taft,Onsite,Main,Birria
166,90576,QuesaBirria,1,9/13/2025,12:26:12 PM,110,110,Beach House Taft,Onsite,Main,Birria
167,90577,QuesaBirria,2,9/13/2025,12:27:15 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
168,90578,QuesaBirria,1,9/13/2025,12:37:59 PM,110,110,Beach House Taft,Onsite,Main,Birria
169,90579,QuesaBirria,2,9/13/2025,12:59:50 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
170,90580,QuesaBirria,3,9/13/2025,1:06:03 PM,103,309,Beach House Taft,Onsite,Main,Birria
171,90581,QuesaBirria,1,9/13/2025,1:27:54 PM,110,110,Beach House Taft,Onsite,Main,Birria
172,90582,QuesaBirria,10,9/13/2025,1:39:49 PM,101.6,1016,Beach House Taft,Onsite,Main,Birria
173,90583,QuesaBirria,2,9/13/2025,2:21:29 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
174,90584,QuesaBirria,4,9/13/2025,2:24:12 PM,99.5,398,Beach House Taft,Onsite,Main,Birria
175,90585,QuesaBirria,1,9/13/2025,2:27:22 PM,110,110,Beach House Taft,Onsite,Main,Birria
176,90482,QuesaBirria,2,9/13/2025,2:29:53 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
177,90483,QuesaBirria,2,9/13/2025,2:35:29 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
178,90484,QuesaBirria,1,9/13/2025,2:46:43 PM,110,110,Beach House Taft,Onsite,Main,Birria
179,90485,QuesaBirria,2,9/13/2025,4:00:52 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
180,90486,QuesaBirria,6,9/13/2025,4:05:48 PM,103,618,Beach House Taft,Onsite,Main,Birria
181,90487,QuesaBirria,1,9/13/2025,4:07:40 PM,110,110,Beach House Taft,Onsite,Main,Birria
182,90488,QuesaBirria,1,9/13/2025,4:25:25 PM,110,110,Beach House Taft,Onsite,Main,Birria
183,90489,QuesaBirria,1,9/13/2025,5:08:00 PM,110,110,Beach House Taft,Onsite,Main,Birria
184,90490,QuesaBirria,2,9/13/2025,5:08:29 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
185,90491,QuesaBirria,4,9/13/2025,5:26:36 PM,99.5,398,Beach House Taft,Onsite,Main,Birria
186,90492,QuesaBirria,2,9/13/2025,6:16:28 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
187,90493,QuesaBirria,2,9/13/2025,6:23:36 PM,99.5,199,Beach House Taft,Onsite,Main,Birria
188,85927,QuesaBirria,2,9/25/2025,1:12:21 PM,99.5,199,Pre-Order,Online,Main,Birria
189,85928,QuesaBirria,2,9/25/2025,1:36:01 PM,99.5,199,Pre-Order,Online,Main,Birria
190,85929,QuesaBirria,2,9/25/2025,1:39:33 PM,99.5,199,Pre-Order,Online,Main,Birria
191,85930,QuesaBirria,1,9/25/2025,1:42:14 PM,110,110,Pre-Order,Online,Main,Birria
192,85931,QuesaBirria,2,9/25/2025,1:52:29 PM,99.5,199,Pre-Order,Online,Main,Birria
193,85932,QuesaBirria,2,9/25/2025,2:26:29 PM,99.5,199,Pre-Order,Online,Main,Birria
194,85933,QuesaBirria,2,9/25/2025,2:34:51 PM,99.5,199,Pre-Order,Online,Main,Birria
195,85934,QuesaBirria,1,9/25/2025,2:35:02 PM,110,110,Pre-Order,Online,Main,Birria
196,85935,QuesaBirria,2,9/25/2025,2:35:10 PM,99.5,199,Pre-Order,Online,Main,Birria
197,85936,QuesaBirria,2,9/25/2025,2:35:45 PM,99.5,199,Pre-Order,Online,Main,Birria
198,85937,QuesaBirria,2,9/25/2025,2:35:58 PM,99.5,199,Pre-Order,Online,Main,Birria
199,85938,QuesaBirria,2,9/25/2025,2:36:09 PM,99.5,199,Pre-Order,Online,Main,Birria
200,85939,QuesaBirria,2,9/25/2025,2:36:20 PM,99.5,199,Pre-Order,Online,Main,Birria
201,85940,QuesaBirria,1,9/25/2025,2:36:37 PM,110,110,Pre-Order,Online,Main,Birria
202,85941,QuesaBirria,2,9/25/2025,2:36:45 PM,99.5,199,Pre-Order,Online,Main,Birria
203,85942,QuesaBirria,2,9/25/2025,2:36:56 PM,99.5,199,Pre-Order,Online,Main,Birria
204,85943,QuesaBirria,2,9/25/2025,2:37:09 PM,99.5,199,Pre-Order,Online,Main,Birria
205,85944,QuesaBirria,1,9/25/2025,2:37:21 PM,110,110,Pre-Order,Online,Main,Birria
206,85945,QuesaBirria,2,9/25/2025,2:37:30 PM,99.5,199,Pre-Order,Online,Main,Birria
207,85946,QuesaBirria,2,9/25/2025,2:37:54 PM,99.5,199,Pre-Order,Online,Main,Birria
208,85947,QuesaBirria,2,9/25/2025,2:38:07 PM,99.5,199,Pre-Order,Online,Main,Birria
209,85948,QuesaBirria,1,9/25/2025,2:39:14 PM,110,110,Pre-Order,Online,Main,Birria
210,85949,QuesaBirria,2,9/25/2025,2:39:43 PM,99.5,199,Pre-Order,Online,Main,Birria
211,85950,QuesaBirria,2,9/25/2025,2:39:57 PM,99.5,199,Pre-Order,Online,Main,Birria
212,90601,QuesaBirria,2,9/25/2025,2:40:18 PM,99.5,199,Pre-Order,Online,Main,Birria
213,90602,QuesaBirria,2,9/25/2025,2:40:45 PM,99.5,199,Pre-Order,Online,Main,Birria
214,90603,QuesaBirria,2,9/25/2025,2:41:00 PM,99.5,199,Pre-Order,Online,Main,Birria
215,90604,QuesaBirria,1,9/25/2025,2:41:15 PM,110,110,Pre-Order,Online,Main,Birria
216,90605,QuesaBirria,2,9/25/2025,2:41:28 PM,99.5,199,Pre-Order,Online,Main,Birria
217,90606,QuesaBirria,2,9/25/2025,3:08:39 PM,99.5,199,Pre-Order,Online,Main,Birria
218,90607,QuesaBirria,2,9/25/2025,3:29:29 PM,99.5,199,Pre-Order,Online,Main,Birria
219,90608,QuesaBirria,1,9/25/2025,3:35:26 PM,110,110,Pre-Order,Online,Main,Birria
220,90609,QuesaBirria,2,9/25/2025,3:35:50 PM,99.5,199,Pre-Order,Online,Main,Birria
221,90610,QuesaBirria,2,9/25/2025,3:41:47 PM,99.5,199,Pre-Order,Online,Main,Birria
222,90611,QuesaBirria,2,9/25/2025,3:48:23 PM,99.5,199,Pre-Order,Online,Main,Birria
223,90612,QuesaBirria,1,9/25/2025,3:51:39 PM,110,110,Pre-Order,Online,Main,Birria
224,90613,QuesaBirria,2,9/25/2025,4:09:42 PM,99.5,199,Pre-Order,Online,Main,Birria
225,90614,QuesaBirria,2,9/25/2025,4:12:41 PM,99.5,199,Pre-Order,Online,Main,Birria
226,90615,QuesaBirria,2,9/25/2025,4:17:59 PM,99.5,199,Pre-Order,Online,Main,Birria
227,90616,QuesaBirria,2,9/25/2025,4:18:59 PM,99.5,199,Pre-Order,Online,Main,Birria
228,90617,QuesaBirria,2,9/25/2025,4:19:56 PM,99.5,199,Pre-Order,Online,Main,Birria
229,90618,QuesaBirria,1,9/25/2025,4:26:27 PM,110,110,Pre-Order,Online,Main,Birria
230,90619,QuesaBirria,2,9/25/2025,4:29:34 PM,99.5,199,Pre-Order,Online,Main,Birria
231,90620,QuesaBirria,2,9/25/2025,4:36:12 PM,99.5,199,Pre-Order,Online,Main,Birria
232,90621,QuesaBirria,2,9/25/2025,4:43:35 PM,99.5,199,Pre-Order,Online,Main,Birria
233,90622,QuesaBirria,2,9/25/2025,4:50:09 PM,99.5,199,Pre-Order,Online,Main,Birria
234,90623,QuesaBirria,2,9/25/2025,4:58:22 PM,99.5,199,Pre-Order,Online,Main,Birria
235,90624,QuesaBirria,4,9/25/2025,5:06:02 PM,110,440,Pre-Order,Online,Main,Birria
236,90625,QuesaBirria,3,9/25/2025,5:11:49 PM,103,309,Pre-Order,Online,Main,Birria
237,97210,QuesaBirria,2,10/3/2025,9:53:15 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
238,97211,QuesaBirria,1,10/3/2025,9:53:50 AM,110,110,UST Incubation Rm.419,Onsite,Main,Birria
239,97212,QuesaBirria,4,10/3/2025,9:59:41 AM,110,440,UST Incubation Rm.419,Onsite,Main,Birria
240,97213,QuesaBirria,2,10/3/2025,10:03:20 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
241,97214,QuesaBirria,2,10/3/2025,10:20:22 AM,99.5,199,UST Incubation Rm.419,Onsite,Main,Birria
